Date,AFC.L,CWR.L,GOOD.L,GRP.L,ITM.L
2018-01-01,,,,,
2018-02-01,-0.011363636363636354,-0.03547297297297303,-0.18562882317798146,-0.011682243719209562,-0.06377195069362618
2018-03-01,0.0183907870588631,-0.21541155866900175,-0.1691176301908608,-0.09976355865986919,-0.07970986980420791
2018-04-01,-0.08803606723132795,0.1830357142857142,0.1858408056981231,0.1364419309771987,0.0645667703200774
2018-05-01,-0.04950494862528321,0.0641509433962264,0.0,-0.0165876638400817,0.02662703857155746
2018-06-01,-0.051041740137666824,0.08687943262411357,0.09383160858685158,-0.06806894685829146,-0.13833100240098362
2018-07-01,-0.03402848272504233,0.03752039151712894,-0.2187501050274483,0.07555122030010009,0.10368228634875476
2018-08-01,-0.1022727358932336,0.19496855345911945,0.21777770448572453,0.04171397754341677,-0.13636625300669958
2018-09-01,-0.13037977181953997,-0.04236843711451477,-0.20072984750224965,-0.08048199063658612,-0.07017545981542406
2018-10-01,-0.13391558829976247,-0.12063752303599173,-0.0927352057067683,0.09014693865752599,-0.03773578906345021
2018-11-01,-0.09411764045900106,0.018750000000000044,0.05583754160811005,0.0024038751429062977,0.043137258730505446
2018-12-01,-0.19758814167000405,0.006134969325153339,-0.10096148707252706,0.019500441617560593,-0.12030076865997708
2019-01-01,0.29248564141270816,-0.05182926829268297,0.1229946153567838,0.007159774038894673,-0.15384614755092496
2019-02-01,-0.1073345912507635,-0.03536977491961413,-0.07142844629823053,0.02369686008689742,0.16161618603979977
2019-03-01,-0.07815628945373765,0.0,0.02564084055845739,-0.04335106740313799,-0.13913045288287895
2019-04-01,-0.32826087429753337,0.21166666666666667,0.434999993602031,0.1016456613699761,0.2878787981367159
2019-05-01,0.9741100563339138,0.023383768913342484,0.052264942350843446,-0.006681377916235132,0.3451018998612707
2019-06-01,-0.1639344287924599,-0.10215053763440862,-0.07080993723105888,-0.07116122392643975,-0.017492632262788854
2019-07-01,-0.08725484375401749,0.14371257485029942,0.1630432502631094,0.0763946529211601,0.09940626952649545
2019-08-01,0.09667020171491325,-0.08376963350785338,-0.015576294368468746,0.0590906123978181,-0.022941895953652036
2019-09-01,-0.127326169037978,0.21714285714285708,-0.012658163569600145,-0.007862112982064517,0.19060715231502212
2019-10-01,0.09988780679735387,-0.028169014084507005,-0.02179022166878386,0.06578952726739629,0.3969860588582541
2019-11-01,2.7959183713189266,0.02898550724637672,0.02970294682073349,-0.037037077470307045,0.13333305344611768
2019-12-01,-0.12096773945454142,0.2300469483568075,0.3525641211757391,0.033937353226932254,0.04558791371868276
2020-01-01,0.1743119458700304,0.6106870229007633,0.09952611195589323,-0.004184149609420262,0.4697616963558062
2020-02-01,0.08854160354369478,-0.08293838862559244,-0.21336216269199315,0.0,-0.046889935586738374
2020-03-01,-0.2822966376180811,-0.13436692506459946,-0.183561666813294,-0.008631751630565287,0.1897583964823113
2020-04-01,-0.009999974568684844,0.26417910447761184,0.15771821226019256,-0.03218880293473403,0.3215194025393546
2020-05-01,0.7171716730606728,0.16292798110979922,0.026087027380138128,0.04656311020551973,0.8103452225796015
2020-06-01,-0.22117644665287994,0.09847715736040619,0.03389839481971291,0.02647408555130526,-0.06878294968546006
2020-07-01,0.017119846029142183,-0.1820702402957486,0.05191247363226603,0.03347267521456199,-0.08712124585417114
2020-08-01,-0.03465350180697668,0.2632768361581921,-0.03376635030472863,0.0,0.14937778892118025
2020-09-01,-0.0974358778733474,-0.003577817531305927,-0.11290320278248867,-0.012148718869891328,-0.05956685485150148
2020-10-01,-0.018181800448205276,0.2603231597845601,-0.006060496488185296,-0.029045466103217232,-0.11279143037177064
2020-11-01,1.1817129204210692,0.22364672364672367,0.12195109640487001,-0.02564120679012527,0.6277056277056277
2020-12-01,1.1061007936087934,0.5366705471478463,-0.03260870026535101,0.043993020125452365,0.37234042553191493
2021-01-01,-0.23173805002864867,0.00454545454545463,0.011236015195097204,0.021276420424280573,0.06589147286821695
2021-02-01,-0.1163934176085425,-0.05882352941176472,0.08333329717969518,-0.03333323728104398,-0.06727272727272726
2021-03-01,0.1929499300827584,0.0064102564102563875,0.13333332265410447,0.0036916468240872913,-0.07699805068226118
2021-04-01,0.04976666868376922,0.06369426751592355,0.2737558623666625,0.03043481411619009,0.0992608236536432
2021-05-01,-0.059259259259259234,-0.18637724550898205,0.0017760000639159834,-0.05063262462696505,-0.24418829222577454
2021-06-01,0.0,-0.027598896044158217,0.01418436259703193,0.05829572832758223,0.15760040915586315
2021-07-01,-0.1417322834645669,-0.045411542100283864,0.13286714126862487,0.012766202570820173,-0.09925336472386381
2021-08-01,0.08990828487851199,0.1684836471754212,0.0015433266691726732,0.00018185106024271036,0.1833251571223724
2021-09-01,-0.12457914706710793,-0.08736217133163693,0.09399083035541445,-0.014893556041687406,-0.11248456281431174
2021-10-01,0.15961536994347214,0.15706319702602234,-0.028169116947014183,-0.01079917332448943,0.1350975252000255
2021-11-01,-0.19071310357383997,-0.11004016064257027,-0.21536204970988304,-0.03930127273188044,-0.06339468302658491
2021-12-01,0.010245901799528667,-0.10063176895306858,-0.10185182941443294,0.027472904785261765,-0.13973799126637554
2022-01-01,-0.29513183493363626,-0.3893627696939288,0.012371035211628634,0.03811678337136737,-0.31370559924750163
2022-02-01,0.053237366161758004,0.17009038619556294,0.059063135810039746,0.015118650097756703,0.22855036873338608
2022-03-01,0.11202192512978826,0.03651685393258419,0.01923083721160146,-0.021479303384697057,0.0680312304499644
2022-04-01,-0.16707614519880998,0.009485094850948617,-0.07547172473275243,0.03964760778326437,-0.06595263444636479
